id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
35035202,"Bronx, Little Italy, Arthur Ave, Fordham, Yanks.",256683560,Jorge,Bronx,Belmont,40.85539,-73.88769,Private room,69,1,3,2019-06-30,3.0,2,359
35035291,Private Room İn Hell's Kitchen 2,263880607,Ahmet,Manhattan,Hell's Kitchen,40.76487,-73.98912,Private room,120,1,1,2019-06-09,1.0,7,198
35036056,Beautiful Spacious Apartment! Comfortable Place.,263896559,Moises,Manhattan,Harlem,40.82172,-73.95618,Private room,60,1,4,2019-07-01,4.0,3,209
35037976,Midtown Steal by Rockefeller Center,263901573,Maria,Manhattan,Midtown,40.75455,-73.9695,Private room,125,1,8,2019-07-03,8.0,3,123
35038269,"Comfy Space in Living Room, Midtown Manhattan",263901573,Maria,Manhattan,Midtown,40.75624,-73.97171,Shared room,99,1,9,2019-07-03,7.5,3,15
35040055,★★Cute flat in ❤ of Manhattan★★,258639206,Alex,Manhattan,Hell's Kitchen,40.75484,-73.9939,Entire home/apt,275,1,13,2019-07-05,8.86,1,189
35040813,Lucky's Sunshine Fabulous Hideaway,263494912,Avelino,Queens,Long Island City,40.76263,-73.93547,Private room,59,1,2,2019-06-04,1.54,1,349
35042440,NYC 25 min from Staten IS Ferry Cozy 1br house,218955580,Yuriy,Staten Island,Mariners Harbor,40.6357,-74.15478,Entire home/apt,80,1,4,2019-07-07,4.0,1,140
35042474,法拉盛中心地段单身客房,263742622,Nan,Queens,Flushing,40.76377,-73.82692,Private room,50,1,6,2019-06-30,5.45,1,74
35044394,Monica’s cozy room,263994272,Morales,Brooklyn,Bedford-Stuyvesant,40.68538,-73.94637,Private room,140,1,0,,0.0,3,364
35044981,Home away from Home (2 Bedroom Apartment),263999712,Juan,Manhattan,Kips Bay,40.74392,-73.97741,Entire home/apt,181,1,2,2019-06-23,2.0,1,167
35055076,Balcony with Room! Close to LGA and JFK.,256290334,Aisling,Queens,Richmond Hill,40.70254,-73.8322,Private room,65,1,17,2019-07-05,13.42,1,157
35055437,NYC Prime Location! Beautiful Big Apartment! Enjoy,263896559,Moises,Manhattan,Harlem,40.82132,-73.95441,Private room,57,1,3,2019-07-05,3.0,3,249
35056385,Cozy Brooklyn getaway,85946234,Dina,Brooklyn,Flatbush,40.64669,-73.95921,Private room,65,1,1,2019-06-02,0.79,1,80
35056734,Three Blocks to Times Square & Central Park,178164173,Ale,Manhattan,Hell's Kitchen,40.76394,-73.99466,Shared room,400,1,0,,0.0,1,44
35059067,Gorgeous Large private room near LGA (#5),264092618,Ajmol,Queens,East Elmhurst,40.76444,-73.87238,Private room,90,1,7,2019-06-27,5.38,5,73
35059538,Large private room with a queen bed near LGA (#4),264092618,Ajmol,Queens,East Elmhurst,40.76411,-73.87373,Private room,70,1,13,2019-07-07,9.07,5,88
35059681,Private small room with a queen bed near LGA (#03),264092618,Ajmol,Queens,East Elmhurst,40.76481,-73.87242,Private room,60,1,15,2019-07-07,10.23,5,89
35060103,Bushwick Gardens apt,132709847,Gabby,Brooklyn,Bushwick,40.69214,-73.92379,Entire home/apt,89,1,0,,0.0,1,0
35064014,Peaceful.,264128458,Nathaniel,Brooklyn,Fort Greene,40.69026,-73.97074,Private room,50,1,4,2019-06-24,3.08,1,336
35064019,Divine Harlem Getaway,212263525,SamariSankofa,Manhattan,Harlem,40.81149,-73.94024,Entire home/apt,150,1,6,2019-07-01,4.09,3,352
35064196,Theater District / Times Sq / Central Park - 1 BDR,228715959,Riki,Manhattan,Hell's Kitchen,40.76284,-73.99003,Entire home/apt,160,1,2,2019-06-23,2.0,1,55
35065348,MASTER  ROOM # 2 Near from JFK  & LGA Airport.,214738765,Lucio,Queens,Richmond Hill,40.6944,-73.83192,Private room,75,1,5,2019-07-05,4.05,3,365
35066396,Center of Hipster Astoria 4bd 2bath 2blocks Subway,263694567,Juka,Queens,Astoria,40.76238,-73.91721,Private room,395,1,1,2019-06-30,1.0,1,333
35066800,Highly nice area beautiful place too visit,264156969,Neal,Queens,Arverne,40.59279,-73.79993,Private room,80,1,1,2019-07-06,1.0,1,90
35069663,Apartamento compartido NYC.,264182618,Jesus A,Bronx,Fordham,40.85743,-73.90233,Shared room,22,1,1,2019-06-03,0.83,1,11
35070555,Gorgeous Apt close to ❤️Times Square❤️,264144069,Alex,Manhattan,Hell's Kitchen,40.76512,-73.98726,Entire home/apt,500,1,11,2019-06-30,7.86,1,180
35071302,Superb apartment in❤of Manhattan★,264143491,Alex,Manhattan,Greenwich Village,40.73108,-74.00114,Entire home/apt,500,1,7,2019-07-01,5.12,1,185
35076834,"Designer owned, newly renovated Bed Stuy flat",6788279,Brad,Brooklyn,Bedford-Stuyvesant,40.68295,-73.91553,Entire home/apt,97,1,2,2019-06-26,2.0,1,92
35081665,#2 Hotel-like Private Room KING Bed near JFK,263504959,David,Queens,Woodhaven,40.6929,-73.86378,Private room,50,1,10,2019-07-04,10.0,8,273
35082713,The Glamper Van,10407935,Meng,Manhattan,SoHo,40.72765,-74.00213,Entire home/apt,89,1,6,2019-06-30,4.74,8,70
35085802,Huge bedroom with private access to backyard.,201987117,Gershon,Queens,Ridgewood,40.70629,-73.91281,Private room,70,1,1,2019-05-27,0.68,1,0
35086171,3 rooms apartment in Downtown Flushing!,264296595,Hyunsung,Queens,Flushing,40.75837,-73.82529,Entire home/apt,90,1,3,2019-06-27,3.0,3,104
35088621,Nice quiet room available in manhattan,218259081,Monisha,Manhattan,Harlem,40.82622,-73.93489,Private room,50,1,0,,0.0,1,365
35091010,Luxurious cozy private room near LGA (#02),264092618,Ajmol,Queens,East Elmhurst,40.76625,-73.87347,Private room,60,1,12,2019-07-04,8.18,5,87
35091116,Luxurious Large private room near LGA (#01),264092618,Ajmol,Queens,East Elmhurst,40.76566,-73.87215,Private room,70,1,11,2019-07-05,7.5,5,78
35092433,Down town Flushing facing botanical garden,264150720,Steven,Queens,Flushing,40.7482,-73.83113,Private room,50,1,4,2019-07-01,3.16,1,333
35092820,Fantastic 2 Bedroom Apt Near Times Square,263753140,Neal,Manhattan,Hell's Kitchen,40.76194,-73.99074,Entire home/apt,350,1,2,2019-06-22,2.0,1,304
35096397,Cozy Studio apartment,257623201,Hank,Brooklyn,Flatlands,40.6261,-73.94578,Entire home/apt,75,1,8,2019-06-26,5.58,1,149
35096744,Evergreen Modern | ♥ Lovely Room for 2 ♥,252641757,Jess,Brooklyn,Bedford-Stuyvesant,40.68526,-73.92693,Private room,65,1,6,2019-07-07,5.45,1,180
35115612,Quiet Manhattan Apartment,264495166,Jordania,Manhattan,Morningside Heights,40.8019,-73.95924,Private room,210,1,1,2019-06-20,1.0,3,86
35117050,Room for rent. WiFi included. Near shopping center,84260385,Samantha,Queens,Corona,40.73505,-73.86144,Private room,70,1,0,,0.0,1,179
35119931,Private room with shared bathroom and kitchen,120169401,Mejbah,Queens,Holliswood,40.72343,-73.77435,Private room,100,1,0,,0.0,1,0
35125636,5MinTrainSmallSmallCozyRoomIndustryCityLutheranH,264569855,Leidi,Brooklyn,Sunset Park,40.64899,-74.0125,Shared room,30,1,4,2019-06-25,4.0,1,342
35127865,Luxury Apartment in Manhattan,70715527,Robert,Manhattan,Upper West Side,40.77367,-73.98879,Entire home/apt,191,1,2,2019-07-02,2.0,1,10
35129774,"STUNNING 2 bed apartment in Greenpoint,BK",263539175,John,Brooklyn,Greenpoint,40.73479,-73.95224,Entire home/apt,225,1,6,2019-07-04,4.86,1,177
35136523,"PRIVATE, NEWLY RENOVATED BEDROOM, 10 MINS FROM JFK",107915864,Mina,Queens,Howard Beach,40.66799,-73.85135,Private room,65,1,16,2019-07-04,11.71,4,295
35136809,"PRIVATE, NEWLY RENOVATED BEDROOM, 10 MINS FROM JFK",107915864,Mina,Queens,Howard Beach,40.66635,-73.85258,Private room,49,1,3,2019-07-06,2.14,4,329
35141620,Sweet Astoria Home,129936757,Vivian,Queens,Ditmars Steinway,40.77377,-73.89837,Private room,100,1,0,,0.0,1,343
35145200,Dope Bushwick Bedroom,210191736,Lue,Brooklyn,Bushwick,40.69521,-73.92011,Private room,40,1,3,2019-06-09,2.31,1,0
35145342,"Habitación compartida(Only Women), cerca Manhattan",223087887,Jess & Ana,Queens,Corona,40.74255,-73.86659,Shared room,29,1,1,2019-06-19,1.0,8,343
35150643,ONLY LADYS/  3 CAMAS PARA MUJERES EN QUEENS.,223087887,Jess & Ana,Queens,Corona,40.74119,-73.86748,Shared room,25,1,2,2019-06-20,2.0,8,351
35153758,温馨旅店(1),263740985,Yongqiu,Queens,Flushing,40.75419,-73.83082,Private room,80,1,0,,0.0,3,363
35154411,Affordable Suite Steps from Central Park,231281049,The Manhattan Club,Manhattan,Midtown,40.76593,-73.98087,Private room,399,1,3,2019-06-30,3.0,4,0
35154668,Studio - Steps from Central Park and Times Square,231281049,The Manhattan Club,Manhattan,Midtown,40.76386,-73.98222,Private room,399,1,2,2019-07-05,2.0,4,356
35154803,Modern City Suites - Near Central Park,231281049,The Manhattan Club,Manhattan,Midtown,40.7655,-73.98237,Private room,399,1,1,2019-06-22,1.0,4,346
35154913,Two Bathroom Suite steps from Central Park,231281049,The Manhattan Club,Manhattan,Midtown,40.7642,-73.98035,Private room,399,1,6,2019-07-07,6.0,4,346
35158358,"UWS beauty, quaint, Central Park is 1 block",25136124,Doug,Manhattan,Upper West Side,40.78373,-73.97321,Entire home/apt,150,1,7,2019-07-06,7.0,1,2
35159849,温馨旅店(3),263740985,Yongqiu,Queens,Flushing,40.75746,-73.83069,Private room,110,1,0,,0.0,3,358
35160399,2 bedroom house 15 min from Jfk,157011614,Gulshan,Brooklyn,Cypress Hills,40.68254,-73.88724,Entire home/apt,99,1,2,2019-06-03,1.58,1,145
35160406,Quaint Essential,264797492,Kamara,Brooklyn,East Flatbush,40.63344,-73.94068,Entire home/apt,86,1,2,2019-06-08,1.58,1,360
35163045,Cozy Brooklyn Bedroom in Art-Filled Apartment,124040560,Shelley,Brooklyn,Windsor Terrace,40.65039,-73.97254,Private room,66,1,1,2019-06-25,1.0,1,0
35163290,The Manhattan Club Luxury Junior Suite,16830841,Mara,Manhattan,Midtown,40.76401,-73.98051,Private room,365,1,1,2019-07-01,1.0,5,342
35163692,Massive NYC Getaway 20 mins to time square with AC,264824216,Peter,Manhattan,Harlem,40.82187,-73.95562,Private room,57,1,2,2019-06-22,1.71,3,54
35166495,Gorgeous & Spacious Tribeca Loft Style Apartment,158059664,Ej,Manhattan,Tribeca,40.71306,-74.00836,Entire home/apt,600,1,2,2019-06-28,2.0,1,80
35166913,City Outside! Tranquility Inside +Private Terrace,229492192,Vineet,Manhattan,Midtown,40.76022,-73.96607,Entire home/apt,229,1,2,2019-06-15,1.62,1,356
35167554,Cozy and private room close to LGA.,264854526,David,Queens,East Elmhurst,40.75829,-73.88013,Private room,55,1,12,2019-07-01,9.73,1,0
35167683,Great Studio in Hells Kitchen Next to Times Square,158635893,Alexey,Manhattan,Hell's Kitchen,40.76366,-73.9888,Entire home/apt,209,1,4,2019-06-23,3.43,1,177
35168463,Grace and Peace,264862581,Dianne,Queens,Rosedale,40.68205,-73.72581,Private room,75,1,2,2019-06-30,2.0,3,90
35169758,Mott Haven Dorm GG,30509656,Orit,Bronx,Port Morris,40.80828,-73.9319,Shared room,28,1,2,2019-06-16,2.0,8,88
35170961,Mott Haven Private Dorm AA,30509656,Orit,Bronx,Port Morris,40.80844,-73.9316,Shared room,60,1,0,,0.0,8,89
35175462,Blue Room,260496218,Veronica,Queens,Bellerose,40.73176,-73.73872,Private room,60,1,0,,0.0,2,157
35183442,2  Big Rooms in Brooklyn NY 1 block  from Subway!,63866600,David,Brooklyn,Bay Ridge,40.62937,-74.03001,Private room,100,1,6,2019-07-04,6.0,3,365
35185876,PRIME Chelsea Modern Luxury Home *****,205909,Nikki,Manhattan,Chelsea,40.74042,-73.99883,Entire home/apt,225,1,0,,0.0,1,228
35186445,AMAZING 1 BEDROOM !!! NEAR TIMES SQUARE,80003178,Mike,Manhattan,Hell's Kitchen,40.76433,-73.98932,Entire home/apt,163,1,3,2019-06-23,3.0,1,155
35187654,WEST VILLAGE Duplex Diamond,151937146,Anya,Manhattan,West Village,40.73705,-74.00966,Entire home/apt,995,1,3,2019-07-05,3.0,1,344
35187992,Cozy Airy w/Plenty of Sunlight Decatur 3FL RM#3,258213198,Joanne,Brooklyn,Bushwick,40.68682,-73.90831,Private room,70,1,3,2019-07-07,3.0,1,163
35188430,"Spacious Bushwick Room, 5 min walk to L & M Train",220845471,Alyssa,Brooklyn,Bushwick,40.70117,-73.91755,Private room,60,1,2,2019-06-05,1.67,1,0
35188790,Spacious & Sunny Decatur 2F Room#3,262033253,Jenny,Brooklyn,Bushwick,40.68675,-73.909,Private room,60,1,3,2019-07-05,3.0,2,178
35189086,Warm Cozy Decatur 2F bedroom #4,262033253,Jenny,Brooklyn,Bushwick,40.68747,-73.90977,Private room,70,1,2,2019-06-24,2.0,2,172
35189446,Spacious And Sunny Luxurious 1 Bedroom Apartment,132699715,Ed,Manhattan,Hell's Kitchen,40.76645,-73.99101,Entire home/apt,200,1,2,2019-06-23,2.0,1,81
35190131,BIG 1 BDR Apartment -close to Times Square,5708821,Valentin,Manhattan,Hell's Kitchen,40.76157,-73.99278,Entire home/apt,150,1,4,2019-06-28,4.0,1,16
35196648,"Gigantic room 1 block to train with AC, fast WIFI",264824216,Peter,Manhattan,Harlem,40.822,-73.95582,Private room,59,1,1,2019-06-14,1.0,3,61
35196787,Great Astoria Apartment,40436170,Robert,Queens,Astoria,40.76728,-73.90781,Entire home/apt,95,1,5,2019-07-07,5.0,1,65
35196873,"HUGE, Bright Private Room NEXT TO CENTRAL PARK!",241258373,Margaret,Manhattan,Harlem,40.80176,-73.95663,Private room,100,1,0,,0.0,2,39
35197107,***Entire Apartment 5 mins to JFK***,265043054,Lovlee,Queens,Jamaica,40.67289,-73.76699,Entire home/apt,100,1,4,2019-07-01,4.0,1,78
35197207,Spacious bedroom w/ private bathroom! TRULY LOVELY,257586719,Marilena,Brooklyn,Bath Beach,40.60551,-74.00129,Private room,100,1,2,2019-06-26,2.0,1,90
35197271,Gorgeous Bright Chic NYC 2Bath in Chelsea,195389383,Maria & Sam,Manhattan,Chelsea,40.74318,-73.99987,Entire home/apt,444,1,2,2019-06-22,2.0,1,325
35199871,Yellow Room,63790926,Mehmet,Brooklyn,Bedford-Stuyvesant,40.6847,-73.93494,Private room,50,1,4,2019-06-25,3.75,1,349
35217588,•Bright and Cozy room in an elegant apartment•,258441018,Jaison,Bronx,Claremont Village,40.84268,-73.91007,Private room,40,1,0,,0.0,1,188
35217833,"My Home is your Home, cozy East Village",50591290,Carol & Ashley,Manhattan,East Village,40.72842,-73.98097,Entire home/apt,225,1,2,2019-06-26,2.0,1,344
35219177,"Young adults getaway 20mins to time square,AC room",264824216,Peter,Manhattan,Harlem,40.82136,-73.95606,Private room,59,1,2,2019-06-23,2.0,3,41
35220162,Private Cozy Studio in Flushing(5K),246272839,Northern Star Realty,Queens,Flushing,40.765,-73.81875,Entire home/apt,96,1,12,2019-07-03,10.91,4,159
35220970,Quiet and cosy room in Midtown Manhattan,5752329,Florian,Manhattan,Midtown,40.75258,-73.99311,Private room,90,1,9,2019-06-28,7.11,1,0
35220992,"Lovely Fam hse, one  lg quest private BR on 2nd fl",161906388,Imelda,Queens,Woodhaven,40.68794,-73.85566,Private room,45,1,4,2019-06-30,4.0,1,3
35221845,Talk about a great location! Close to everything!,98841235,Salma,Manhattan,Harlem,40.82128,-73.93909,Entire home/apt,114,1,2,2019-06-23,2.0,1,104
35222567,The Shunammite Room - 2 Kings 4:10,259776956,Gladwyn,Brooklyn,Canarsie,40.62903,-73.89762,Private room,110,1,4,2019-06-29,4.0,5,365
35224490,Brand New 2 Bedroom Apartment Next To Times Square,94092661,Mendy,Manhattan,Theater District,40.76187,-73.98599,Entire home/apt,249,1,3,2019-06-25,3.0,1,127
35224560,Amanecer espectacular con terraza privada,163421878,Any,Queens,Sunnyside,40.7439,-73.91409,Private room,55,1,1,2019-06-02,0.81,3,302
35224736,Room in Lower East Side -- deck access!,38005727,Arshiya,Manhattan,Lower East Side,40.71929,-73.98826,Private room,130,1,0,,0.0,1,0
35225375,One Of The Kind Loft 《Williamsburg》,6465781,Hanya,Brooklyn,Williamsburg,40.71151,-73.95937,Entire home/apt,490,1,1,2019-06-17,1.0,2,1
35226357,Burnett comfy home away from home,120297125,Arlene,Queens,Rosedale,40.65101,-73.73721,Private room,60,1,0,,0.0,1,180
35227165,Huge 1br/studio in the heart of Williamsburg,15313500,Seymur,Brooklyn,Williamsburg,40.71534,-73.95692,Entire home/apt,225,1,2,2019-07-04,2.0,1,71
35228252,LARGE PERFECT 1 bedroom Clean and Chic w/ JACUZZI,98442821,Darlene & Richard,Manhattan,East Village,40.7267,-73.97965,Entire home/apt,205,1,1,2019-06-02,0.81,1,349
35228596,LUX Big Apple Apartment near the UN w/ WasherDryer,153458126,Fabiana & Christopher,Manhattan,Murray Hill,40.74791,-73.97957,Entire home/apt,400,1,0,,0.0,2,365
35228840,UN Dream Apt NYC,153458126,Fabiana & Christopher,Manhattan,Murray Hill,40.74682,-73.97983,Entire home/apt,307,1,0,,0.0,2,364
35228980,Luxury Private Home NYC Connection,215430503,Paulo & Emma,Manhattan,Chelsea,40.75393,-73.99992,Entire home/apt,199,1,0,,0.0,1,362
35229201,Beautiful Shared Place in Hell's Kitchen,253906467,Erik,Manhattan,Hell's Kitchen,40.76578,-73.99101,Shared room,85,1,6,2019-06-28,5.62,9,175
35229312,Sunny Spacious NYC Location,41484943,Melissa,Brooklyn,Kensington,40.63506,-73.9744,Private room,55,1,2,2019-06-30,2.0,2,18
35229609,Prime Trendy Hells Kitchen Cozy Studio,264970269,Denis,Manhattan,Hell's Kitchen,40.76272,-73.99054,Entire home/apt,189,1,4,2019-07-01,4.0,1,156
35229657,Center of NYC*Dream in your dream Apt*6beds,135223584,Lina & Josh,Manhattan,Hell's Kitchen,40.75654,-73.99425,Entire home/apt,920,1,0,,0.0,1,180
35230465,East Village Gem 2/2,109533480,Jessica,Manhattan,East Village,40.72803,-73.98112,Entire home/apt,500,1,1,2019-06-22,1.0,1,365
35230828,Tri-Level Apartment W/ Balcony Empire State Views,60113180,Austin,Manhattan,Kips Bay,40.74442,-73.98047,Entire home/apt,225,1,1,2019-06-30,1.0,1,221
35231242,ONE HOTEL STYLE DUPLEX - 5 STARS,70490424,Julie & Brian,Manhattan,Chelsea,40.75348,-73.9986,Entire home/apt,900,1,2,2019-07-05,2.0,1,360
35231903,Times  Square area  - Cute 1 Bedroom Apartment,218612882,Ani,Manhattan,Hell's Kitchen,40.76169,-73.9907,Entire home/apt,170,1,5,2019-07-01,5.0,1,26
35232437,JavitsCenter Private Oasis 7beds 2bath,153568512,Thais & Daniel,Manhattan,Hell's Kitchen,40.75748,-73.99477,Entire home/apt,800,1,0,,0.0,1,360
35232920,AMAZING CHELSEA Apartment HUGE space,28357796,Lilli,Manhattan,Chelsea,40.75347,-73.99883,Entire home/apt,210,1,0,,0.0,1,337
35232958,Coziest & magical beds behind living room curtains,265273671,Henri,Bronx,Parkchester,40.83898,-73.86492,Shared room,55,1,0,,0.0,1,364
35233037,Cozy and Bright 2 bedroom 2 full bathroom apt,89161588,Emm & Gabe,Manhattan,East Village,40.72697,-73.9805,Private room,390,1,0,,0.0,1,365
35233074,Spacious Duplex Family Home | 10 min to Midtown,264142178,Thiago,Queens,Long Island City,40.76383,-73.9297,Entire home/apt,275,1,3,2019-07-01,3.0,1,339
35233128,West Village Amazing Living 2 Baths,164704496,Christiane,Manhattan,West Village,40.73591,-74.0101,Entire home/apt,750,1,0,,0.0,1,365
35233606,Heart and Soul of East Village,159357000,Otavio & Ashley,Manhattan,Murray Hill,40.74814,-73.97955,Entire home/apt,450,1,0,,0.0,1,215
35233704,Roberta's New York Paradise,265277264,Roberta,Queens,Astoria,40.75813,-73.92152,Private room,50,1,2,2019-07-06,2.0,1,341
35233735,CENTER of the WORLD NYC--LargeGroups--SPACE--6beds,211018651,Thiago & Larissa,Manhattan,Hell's Kitchen,40.75501,-73.99376,Entire home/apt,930,1,0,,0.0,1,360
35233790,1 Bedroom in Luxury Williamsburg building,265280713,Lucas,Brooklyn,Williamsburg,40.70696,-73.94377,Private room,75,1,3,2019-06-22,2.65,1,0
35233799,Elmhurst Front Bedroom,219333557,Rafael,Queens,East Elmhurst,40.76251,-73.86722,Private room,49,1,3,2019-06-29,3.0,7,0
35233865,"it is a warm, quiet environment to relaxation al",138782186,Hannah M,Queens,Rosedale,40.65902,-73.73783,Private room,70,1,0,,0.0,2,365
35233998,"Spacious & Bright 3BRs Near Subways, Parks, Shops",146858939,Angela,Brooklyn,Cobble Hill,40.69041,-73.99777,Entire home/apt,599,1,2,2019-06-16,2.0,1,39
35235212,Feel like a home & few steps walking to City Mall.,265288059,Masum,Queens,Corona,40.73611,-73.86401,Private room,36,1,2,2019-06-30,1.76,2,62
35235379,"Feel Like a Home,Shopping Mall Walking Distance !!",265288059,Masum,Queens,Corona,40.7363,-73.86316,Private room,36,1,5,2019-07-07,3.85,2,337
35238264,Gorgeous Two Bedroom Apartment Columbias Campus,59268420,Tomer,Manhattan,Morningside Heights,40.8127,-73.96163,Private room,100,1,1,2019-06-02,0.81,1,365
35247268,☕Perfect 2-bdr close to Times Square ✨,265271198,Alex,Manhattan,Hell's Kitchen,40.76495,-73.98784,Entire home/apt,330,1,13,2019-07-04,10.54,1,164
35252356,Classy and CLEAN Designer Home in NYC 2bath,135838665,Lely & Gary,Manhattan,Flatiron District,40.73927,-73.98774,Entire home/apt,950,1,0,,0.0,1,365
35252509,CHELSEA CENTRAL LUXURY 2BATHS,184520918,Danilo & Larissa,Manhattan,Chelsea,40.74575,-74.01052,Entire home/apt,332,1,0,,0.0,1,361
35252737,Tulum Oasis 2 baths Washer Dryer in Unit,210956993,Werley & Maria,Manhattan,Murray Hill,40.74832,-73.98126,Entire home/apt,416,1,0,,0.0,1,365
35253668,Room/house nearby JFK airport Spri,264043510,Ken,Queens,Springfield Gardens,40.6624,-73.76348,Private room,60,1,2,2019-06-26,2.0,6,179
35255732,Entire Beautiful Modern Apartment!,256403429,Brenda,Queens,Glendale,40.70012,-73.89451,Entire home/apt,126,1,0,,0.0,5,21
35257081,Private Room in Manhattan 15 min. from Midtown!,265424495,Benat,Manhattan,Harlem,40.80486,-73.94754,Private room,50,1,7,2019-06-30,5.83,2,267
35258971,3 Bedroom duplex in 2 Family House Brooklyn,256544529,Dem,Brooklyn,Bedford-Stuyvesant,40.68543,-73.92068,Entire home/apt,170,1,5,2019-07-07,5.0,3,237
35260351,One Bedroom Apartment in a Doorman Building,262078431,Darling,Manhattan,Upper West Side,40.79164,-73.97361,Entire home/apt,169,1,0,,0.0,1,22
35260994,"Beautiful / Sunny One Bedroom, Heart of NoLita",36960740,Athena,Manhattan,Nolita,40.72435,-73.99419,Entire home/apt,500,1,0,,0.0,1,9
35262444,Room in Minimalist Apartment,446512,Héctor,Manhattan,Washington Heights,40.85457,-73.92778,Private room,66,1,5,2019-07-06,4.69,1,130
35263872,Lovely private bedroom by Columbia University,28836096,George,Manhattan,Morningside Heights,40.81494,-73.96041,Private room,109,1,5,2019-06-22,4.29,2,148
35264702,Cozy Private Bedroom By Columbia University,28836096,George,Manhattan,Morningside Heights,40.81489,-73.95842,Private room,109,1,10,2019-07-07,10.0,2,143
35266157,"Spacious 2BR+Kitchenette Near Parks, Cafes, Subway",265452743,Gregory,Brooklyn,Cobble Hill,40.68896,-73.99734,Entire home/apt,289,1,5,2019-07-07,5.0,1,77
35266495,Cozy 1 bedroom apt in Manhattan,42316597,Helen,Manhattan,Upper East Side,40.76179,-73.96427,Entire home/apt,210,1,1,2019-06-10,1.0,1,331
35266709,A room in 3-bedroom apartment,264296595,Hyunsung,Queens,Flushing,40.75926,-73.82641,Shared room,75,1,1,2019-07-08,1.0,3,349
35275920,Cozy summer relaxation,265576141,Luke,Queens,Rockaway Beach,40.58825,-73.81208,Private room,75,1,2,2019-06-30,2.0,1,5
35282577,Springfield Room rental,264043510,Ken,Queens,Springfield Gardens,40.66277,-73.76336,Private room,50,1,2,2019-06-12,2.0,6,365
35283631,"1 room available in Manhattan 3, A, B, C, D trains",24047681,Kevin,Manhattan,Harlem,40.82512,-73.93817,Private room,80,1,2,2019-06-23,2.0,1,356
35284206,"SunCatCoffeeRest Fort, Under Trees & Reggae",265644639,Nate,Brooklyn,Flatbush,40.64224,-73.95824,Private room,52,1,0,,0.0,1,70
35287395,Room # 5 Near from JFK & LGA Diner 7/24 open,258589420,Diego,Queens,Richmond Hill,40.68936,-73.83357,Shared room,60,1,4,2019-07-07,4.0,7,365
35287808,Room in Upper East - Central Park,222077787,Betty&Sam,Manhattan,Upper East Side,40.76615,-73.95639,Private room,85,1,0,,0.0,2,7
35288297,Cool Flex Room in Luxury apartment.,264462124,Asim,Brooklyn,Downtown Brooklyn,40.69722,-73.98467,Private room,39,1,0,,0.0,1,16
35288933,HUGE LGBT Townhouse w KingBed & Backyard @Bushwick,135563904,Michael,Queens,Ridgewood,40.70528,-73.90896,Entire home/apt,350,1,7,2019-07-01,7.0,3,64
35290565,Private bedroom with private bathroom!,265703830,Noah,Brooklyn,Bedford-Stuyvesant,40.69423,-73.94627,Private room,150,1,0,,0.0,1,365
35290739,EXPERIENCE LUXURY IN AIRBNB,166463538,Jude,Manhattan,Financial District,40.70785,-74.00645,Shared room,150,1,1,2019-06-22,1.0,1,179
35292625,Room-cabin in Hell's kitchen,137191484,Maria,Manhattan,Hell's Kitchen,40.76479,-73.98667,Private room,86,1,1,2019-06-05,0.88,5,0
35305083,Charming English Basement Studio,199466039,Sydney,Manhattan,Upper East Side,40.77574,-73.95331,Entire home/apt,229,1,1,2019-06-24,1.0,3,266
35305338,Quiet neighborhood near many stores,265812351,Siyen,Queens,Kew Gardens Hills,40.72608,-73.82038,Entire home/apt,199,1,0,,0.0,1,364
35306652,Private Studio Non Shared Pvt Washer/Dryer,264593697,Domi,Manhattan,East Harlem,40.79798,-73.93972,Entire home/apt,50,1,0,,0.0,1,16
35313296,Amazing Charm 1 bedroom Convertible 2 bedroom,265871484,Juan,Manhattan,Hell's Kitchen,40.76457,-73.98796,Entire home/apt,300,1,7,2019-07-07,7.0,1,346
35314242,"A Private and Comfy, Bohemian  Room",161829611,Gabrielle,Manhattan,Washington Heights,40.8564,-73.92703,Private room,66,1,2,2019-06-30,2.0,1,60
35314647,"Near JFK and LIRR, Room",264043510,Ken,Queens,Springfield Gardens,40.66199,-73.76345,Private room,95,1,2,2019-06-12,2.0,6,365
35317128,Tea Factory,242262000,Howard,Brooklyn,Williamsburg,40.7204,-73.94115,Entire home/apt,500,1,0,,0.0,1,365
35319902,Room in queens,264043510,Ken,Queens,Springfield Gardens,40.66292,-73.76242,Private room,70,1,5,2019-07-07,4.29,6,365
35334485,NEW LUXURY BUSHWICK BUILDING,266025070,371,Brooklyn,Bushwick,40.70574,-73.91737,Entire home/apt,225,1,8,2019-07-04,7.27,1,141
35336938,Room in queens house for rent,264043510,Ken,Queens,Springfield Gardens,40.6626,-73.76349,Private room,90,1,1,2019-06-23,1.0,6,365
35336972,Sun-filled Plant Oasis Bedroom w/ Private Bathroom,253943547,Nia,Brooklyn,Bedford-Stuyvesant,40.6966,-73.94339,Private room,63,1,4,2019-06-27,4.0,1,20
35337180,"3BR/1.5BA East Harlem - Families, Space , Quiet!",20179690,G,Manhattan,East Harlem,40.80211,-73.94365,Entire home/apt,350,1,1,2019-06-24,1.0,1,17
